epoch,accuracy,auc,learning_rate,loss,rmse,val_accuracy,val_auc,val_loss,val_rmse
0,0.6962766647338867,0.730912446975708,0.0005000000237487257,0.5830134153366089,0.4460865557193756,0.7325927019119263,0.789790153503418,0.5366682410240173,0.4237314760684967
1,0.7350589036941528,0.7877552509307861,0.0005000000237487257,0.534714937210083,0.42260512709617615,0.7401476502418518,0.7987502813339233,0.5268217921257019,0.41906267404556274
2,0.7405890822410583,0.795350193977356,0.0005000000237487257,0.5263925194740295,0.4186781942844391,0.7430822253227234,0.802710771560669,0.5210372805595398,0.41649800539016724
3,0.7428056597709656,0.7988132834434509,0.0005000000237487257,0.5222382545471191,0.416827529668808,0.7443495392799377,0.8045380711555481,0.51872318983078,0.4154585003852844
4,0.7444218993186951,0.8015574812889099,0.0005000000237487257,0.5188500285148621,0.4153236448764801,0.7449660301208496,0.8059942126274109,0.516488254070282,0.41458049416542053
5,0.7456998825073242,0.8034809827804565,0.0005000000237487257,0.5163021087646484,0.4142344892024994,0.7454339861869812,0.807295560836792,0.5146069526672363,0.4138026833534241
6,0.7467159032821655,0.8051753640174866,0.0005000000237487257,0.5142091512680054,0.41332516074180603,0.7461488246917725,0.8082588911056519,0.5137075185775757,0.413384348154068
7,0.7479856610298157,0.80678790807724,0.0005000000237487257,0.5123528838157654,0.4124736785888672,0.7461562156677246,0.808933675289154,0.5128519535064697,0.41310247778892517
8,0.7486101388931274,0.8076665997505188,0.0005000000237487257,0.5111227631568909,0.41194313764572144,0.7469654679298401,0.8096941113471985,0.5116796493530273,0.4125629663467407
9,0.749544620513916,0.8088459372520447,0.0005000000237487257,0.5097963213920593,0.4113081693649292,0.7470150589942932,0.809962809085846,0.5116438865661621,0.412569135427475
10,0.7503733038902283,0.8098792433738708,0.0002500000118743628,0.5084675550460815,0.4107375144958496,0.7473743557929993,0.810225784778595,0.5109241008758545,0.4121979773044586
11,0.7506633996963501,0.810458779335022,0.0002500000118743628,0.5078447461128235,0.4104473292827606,0.7477909922599792,0.8105822801589966,0.5104243755340576,0.4119730293750763
12,0.7507913112640381,0.81082683801651,0.0002500000118743628,0.5073550343513489,0.41025811433792114,0.7479309439659119,0.8107501864433289,0.5101698040962219,0.411886066198349
13,0.7513977885246277,0.8111299276351929,0.0002500000118743628,0.5070155262947083,0.41004815697669983,0.7480096220970154,0.8108727335929871,0.5101233124732971,0.4118375778198242
14,0.751792311668396,0.81190425157547,0.0001250000059371814,0.5060943961143494,0.40962767601013184,0.7483569979667664,0.8110070824623108,0.5098986625671387,0.41176068782806396
15,0.7517145872116089,0.812038004398346,0.0001250000059371814,0.5059974193572998,0.4096055328845978,0.7482661604881287,0.811150848865509,0.5097088813781738,0.41168802976608276
16,0.7522850632667542,0.8123942017555237,0.0001250000059371814,0.5055639743804932,0.40938177704811096,0.748435914516449,0.8112785816192627,0.5096457004547119,0.41165128350257874
17,0.7522850036621094,0.8125654458999634,6.25000029685907e-05,0.505288302898407,0.409268856048584,0.7484623789787292,0.8112890124320984,0.509523868560791,0.41160187125205994
